backbone_dir,configuration,task,task_group,n,successes,success_rate,mean_steps,truncation_rate,n_with_truncated_field,mean_policy_calls,mean_reuses,mean_episode_elapsed_s,median_of_episode_query_median_ms,n_with_query_latency
smolvla_libero,fixed_foveation_keep20,libero_spatial__task_3,libero_spatial,10,9,0.9,100.9,,0,100.9,0.0,30.936,273.331,10
smolvla_libero,fixed_foveation_keep20,libero_spatial__task_4,libero_spatial,10,3,0.3,194.8,,0,194.8,0.0,60.036,273.449,10
smolvla_libero,fixed_foveation_keep20,libero_spatial__task_5,libero_spatial,10,6,0.6,152.9,,0,152.9,0.0,47.059,273.705,10
smolvla_libero,fixed_foveation_keep20,libero_spatial__task_6,libero_spatial,10,9,0.9,125.3,,0,125.3,0.0,38.868,273.933,10
smolvla_libero,fixed_foveation_keep20,libero_spatial__task_7,libero_spatial,10,1,0.1,214.7,,0,214.7,0.0,66.111,272.476,10
smolvla_libero,fixed_foveation_keep20,libero_spatial__task_8,libero_spatial,10,6,0.6,143.9,,0,143.9,0.0,44.362,274.698,10
smolvla_libero,fixed_foveation_keep20,libero_spatial__task_9,libero_spatial,10,6,0.6,173.8,,0,173.8,0.0,53.659,273.218,10
smolvla_libero,fixed_foveation_keep50,libero_10__task_0,libero_10,10,1,0.1,518.7,,0,518.7,0.0,160.345,278.348,10
smolvla_libero,fixed_foveation_keep50,libero_10__task_1,libero_10,10,2,0.2,472.3,,0,472.3,0.0,144.946,277.478,10
smolvla_libero,fixed_foveation_keep50,libero_10__task_2,libero_10,10,0,0.0,520.0,,0,520.0,0.0,158.519,277.454,10
smolvla_libero,fixed_foveation_keep50,libero_10__task_3,libero_10,10,6,0.6,358.7,,0,358.7,0.0,109.886,278.081,10
smolvla_libero,fixed_foveation_keep50,libero_10__task_4,libero_10,10,0,0.0,520.0,,0,520.0,0.0,160.49,277.943,10
smolvla_libero,fixed_foveation_keep50,libero_10__task_5,libero_10,10,2,0.2,485.9,,0,485.9,0.0,149.031,278.873,10
smolvla_libero,fixed_foveation_keep50,libero_10__task_6,libero_10,10,6,0.6,416.1,,0,416.1,0.0,127.61,278.518,10
smolvla_libero,fixed_foveation_keep50,libero_10__task_7,libero_10,10,0,0.0,520.0,,0,520.0,0.0,158.733,277.501,10
smolvla_libero,fixed_foveation_keep50,libero_10__task_8,libero_10,10,1,0.1,513.7,,0,513.7,0.0,156.625,277.27,10
smolvla_libero,fixed_foveation_keep50,libero_10__task_9,libero_10,10,3,0.3,453.0,,0,453.0,0.0,138.302,276.776,10
smolvla_libero,fixed_foveation_keep50,libero_goal__task_0,libero_goal,10,4,0.4,248.2,,0,248.2,0.0,75.487,273.701,10
smolvla_libero,fixed_foveation_keep50,libero_goal__task_1,libero_goal,10,9,0.9,110.5,,0,110.5,0.0,33.513,272.962,10
smolvla_libero,fixed_foveation_keep50,libero_goal__task_2,libero_goal,10,8,0.8,133.0,,0,133.0,0.0,40.535,273.893,10
smolvla_libero,fixed_foveation_keep50,libero_goal__task_3,libero_goal,10,1,0.1,289.8,,0,289.8,0.0,88.54,275.262,10
smolvla_libero,fixed_foveation_keep50,libero_goal__task_4,libero_goal,10,8,0.8,130.2,,0,130.2,0.0,39.64,273.648,10
smolvla_libero,fixed_foveation_keep50,libero_goal__task_5,libero_goal,10,9,0.9,144.7,,0,144.7,0.0,44.007,274.032,10
smolvla_libero,fixed_foveation_keep50,libero_goal__task_6,libero_goal,10,4,0.4,220.6,,0,220.6,0.0,66.984,273.623,10
smolvla_libero,fixed_foveation_keep50,libero_goal__task_7,libero_goal,10,10,1.0,72.7,,0,72.7,0.0,21.949,272.799,10
smolvla_libero,fixed_foveation_keep50,libero_goal__task_8,libero_goal,10,9,0.9,113.8,,0,113.8,0.0,34.498,272.457,10
smolvla_libero,fixed_foveation_keep50,libero_goal__task_9,libero_goal,10,5,0.5,221.6,,0,221.6,0.0,67.281,273.446,10
smolvla_libero,fixed_foveation_keep50,libero_object__task_0,libero_object,10,4,0.4,244.8,,0,244.8,0.0,75.779,278.793,10
smolvla_libero,fixed_foveation_keep50,libero_object__task_1,libero_object,10,7,0.7,190.2,,0,190.2,0.0,58.825,279.849,10
smolvla_libero,fixed_foveation_keep50,libero_object__task_2,libero_object,10,10,1.0,131.0,,0,131.0,0.0,40.715,280.45,10
smolvla_libero,fixed_foveation_keep50,libero_object__task_3,libero_object,10,9,0.9,147.6,,0,147.6,0.0,45.55,279.216,10
smolvla_libero,fixed_foveation_keep50,libero_object__task_4,libero_object,10,10,1.0,153.5,,0,153.5,0.0,47.545,279.53,10
smolvla_libero,fixed_foveation_keep50,libero_object__task_5,libero_object,10,8,0.8,168.4,,0,168.4,0.0,52.001,278.973,10
smolvla_libero,fixed_foveation_keep50,libero_object__task_6,libero_object,10,8,0.8,196.6,,0,196.6,0.0,61.076,280.146,10
smolvla_libero,fixed_foveation_keep50,libero_object__task_7,libero_object,10,8,0.8,170.3,,0,170.3,0.0,52.447,278.988,10
smolvla_libero,fixed_foveation_keep50,libero_object__task_8,libero_object,10,8,0.8,200.2,,0,200.2,0.0,61.613,278.647,10
smolvla_libero,fixed_foveation_keep50,libero_object__task_9,libero_object,10,9,0.9,161.3,,0,161.3,0.0,49.663,279.48,10
smolvla_libero,fixed_foveation_keep50,libero_spatial__task_0,libero_spatial,10,7,0.7,121.5,,0,121.5,0.0,37.8,277.946,10
smolvla_libero,fixed_foveation_keep50,libero_spatial__task_1,libero_spatial,10,9,0.9,124.5,,0,124.5,0.0,38.916,278.736,10
smolvla_libero,fixed_foveation_keep50,libero_spatial__task_2,libero_spatial,10,8,0.8,126.0,,0,126.0,0.0,39.238,278.264,10
smolvla_libero,fixed_foveation_keep50,libero_spatial__task_3,libero_spatial,10,7,0.7,125.3,,0,125.3,0.0,39.107,278.571,10
smolvla_libero,fixed_foveation_keep50,libero_spatial__task_4,libero_spatial,10,9,0.9,146.6,,0,146.6,0.0,45.82,277.865,10
smolvla_libero,fixed_foveation_keep50,libero_spatial__task_5,libero_spatial,10,9,0.9,113.2,,0,113.2,0.0,35.809,280.074,10
smolvla_libero,fixed_foveation_keep50,libero_spatial__task_6,libero_spatial,10,8,0.8,132.0,,0,132.0,0.0,41.468,278.573,10
smolvla_libero,fixed_foveation_keep50,libero_spatial__task_7,libero_spatial,10,6,0.6,172.8,,0,172.8,0.0,54.979,279.632,10
smolvla_libero,fixed_foveation_keep50,libero_spatial__task_8,libero_spatial,10,7,0.7,132.4,,0,132.4,0.0,41.333,278.32,10
smolvla_libero,fixed_foveation_keep50,libero_spatial__task_9,libero_spatial,10,6,0.6,164.9,,0,164.9,0.0,52.087,278.92,10
smolvla_libero,guarded_reuse_aggressive,libero_10__task_0,libero_10,10,1,0.1,501.3,,0,490.8,10.5,136.155,262.102,10
smolvla_libero,guarded_reuse_aggressive,libero_10__task_1,libero_10,10,7,0.7,377.7,,0,373.3,4.4,101.908,258.016,10
smolvla_libero,guarded_reuse_aggressive,libero_10__task_2,libero_10,10,4,0.4,415.8,,0,411.3,4.5,123.867,285.25,10
smolvla_libero,guarded_reuse_aggressive,libero_10__task_3,libero_10,10,8,0.8,323.3,,0,313.5,9.8,150.458,458.903,10
smolvla_libero,guarded_reuse_aggressive,libero_10__task_4,libero_10,10,0,0.0,520.0,,0,505.8,14.2,140.955,263.135,10
smolvla_libero,guarded_reuse_aggressive,libero_10__task_5,libero_10,10,9,0.9,307.1,,0,294.3,12.8,80.214,261.789,10
smolvla_libero,guarded_reuse_aggressive,libero_10__task_6,libero_10,10,8,0.8,330.3,,0,327.2,3.1,96.387,280.17,10
smolvla_libero,guarded_reuse_aggressive,libero_10__task_7,libero_10,10,3,0.3,471.2,,0,454.2,17.0,125.742,262.777,10
smolvla_libero,guarded_reuse_aggressive,libero_10__task_8,libero_10,10,3,0.3,498.1,,0,487.0,11.1,132.99,259.421,10
smolvla_libero,guarded_reuse_aggressive,libero_10__task_9,libero_10,10,4,0.4,448.6,,0,421.3,27.3,114.416,257.54,10
smolvla_libero,guarded_reuse_aggressive,libero_goal__task_0,libero_goal,10,8,0.8,165.0,,0,158.9,6.1,43.838,260.734,10
smolvla_libero,guarded_reuse_aggressive,libero_goal__task_1,libero_goal,10,8,0.8,131.7,,0,130.5,1.2,25.019,179.125,10
smolvla_libero,guarded_reuse_aggressive,libero_goal__task_2,libero_goal,10,8,0.8,142.8,,0,137.0,5.8,37.998,261.571,10
smolvla_libero,guarded_reuse_aggressive,libero_goal__task_3,libero_goal,10,4,0.4,260.5,,0,256.0,4.5,71.236,263.004,10
smolvla_libero,guarded_reuse_aggressive,libero_goal__task_4,libero_goal,10,9,0.9,111.1,,0,104.0,7.1,31.411,284.153,10
smolvla_libero,guarded_reuse_aggressive,libero_goal__task_5,libero_goal,10,9,0.9,148.2,,0,142.8,5.4,39.177,257.87,10
smolvla_libero,guarded_reuse_aggressive,libero_goal__task_6,libero_goal,10,6,0.6,178.2,,0,170.3,7.9,51.066,282.646,10
smolvla_libero,guarded_reuse_aggressive,libero_goal__task_7,libero_goal,10,10,1.0,70.8,,0,67.1,3.7,18.38,259.379,10
smolvla_libero,guarded_reuse_aggressive,libero_goal__task_8,libero_goal,10,9,0.9,101.7,,0,100.9,0.8,27.658,259.402,10
smolvla_libero,guarded_reuse_aggressive,libero_goal__task_9,libero_goal,10,6,0.6,207.8,,0,207.3,0.5,41.91,188.072,10
smolvla_libero,guarded_reuse_aggressive,libero_object__task_0,libero_object,10,8,0.8,178.7,,0,175.6,3.1,48.735,261.18,10
smolvla_libero,guarded_reuse_aggressive,libero_object__task_1,libero_object,10,10,1.0,157.9,,0,156.5,1.4,43.241,263.063,10
smolvla_libero,guarded_reuse_aggressive,libero_object__task_2,libero_object,10,10,1.0,130.1,,0,129.5,0.6,36.181,265.374,10
smolvla_libero,guarded_reuse_aggressive,libero_object__task_3,libero_object,10,10,1.0,138.8,,0,136.9,1.9,37.054,257.574,10
smolvla_libero,guarded_reuse_aggressive,libero_object__task_4,libero_object,10,8,0.8,178.2,,0,176.9,1.3,48.149,258.752,10
smolvla_libero,guarded_reuse_aggressive,libero_object__task_5,libero_object,10,7,0.7,183.2,,0,174.9,8.3,48.694,263.072,10
smolvla_libero,guarded_reuse_aggressive,libero_object__task_6,libero_object,10,9,0.9,190.7,,0,188.4,2.3,52.512,264.482,10
smolvla_libero,guarded_reuse_aggressive,libero_object__task_7,libero_object,10,9,0.9,155.7,,0,154.8,0.9,42.24,259.71,10
smolvla_libero,guarded_reuse_aggressive,libero_object__task_8,libero_object,10,10,1.0,168.1,,0,167.6,0.5,46.099,261.733,10
smolvla_libero,guarded_reuse_aggressive,libero_object__task_9,libero_object,10,10,1.0,142.7,,0,140.0,2.7,38.139,258.837,10
smolvla_libero,guarded_reuse_aggressive,libero_spatial__task_0,libero_spatial,10,9,0.9,90.2,,0,89.8,0.4,24.881,258.255,10
smolvla_libero,guarded_reuse_aggressive,libero_spatial__task_1,libero_spatial,10,8,0.8,126.9,,0,125.0,1.9,35.277,264.27,10
smolvla_libero,guarded_reuse_aggressive,libero_spatial__task_2,libero_spatial,10,8,0.8,127.0,,0,125.5,1.5,38.07,282.326,10
smolvla_libero,guarded_reuse_aggressive,libero_spatial__task_3,libero_spatial,10,8,0.8,114.4,,0,113.7,0.7,31.951,262.055,10
smolvla_libero,guarded_reuse_aggressive,libero_spatial__task_4,libero_spatial,10,8,0.8,150.1,,0,145.0,5.1,73.019,470.366,10
smolvla_libero,guarded_reuse_aggressive,libero_spatial__task_5,libero_spatial,10,9,0.9,111.0,,0,109.5,1.5,31.016,262.773,10
smolvla_libero,guarded_reuse_aggressive,libero_spatial__task_6,libero_spatial,10,8,0.8,131.9,,0,130.8,1.1,27.286,188.867,10
smolvla_libero,guarded_reuse_aggressive,libero_spatial__task_7,libero_spatial,10,9,0.9,143.4,,0,141.5,1.9,39.995,261.763,10
smolvla_libero,guarded_reuse_aggressive,libero_spatial__task_8,libero_spatial,10,7,0.7,129.2,,0,128.5,0.7,35.711,259.734,10
smolvla_libero,guarded_reuse_aggressive,libero_spatial__task_9,libero_spatial,10,4,0.4,182.3,,0,178.9,3.4,51.325,265.386,10
smolvla_libero,guarded_reuse_moderate,libero_10__task_0,libero_10,10,3,0.3,485.2,,0,483.7,1.5,132.015,257.69,10
smolvla_libero,guarded_reuse_moderate,libero_10__task_1,libero_10,10,6,0.6,402.3,,0,401.3,1.0,110.323,259.978,10
smolvla_libero,guarded_reuse_moderate,libero_10__task_2,libero_10,10,2,0.2,465.6,,0,464.6,1.0,125.997,259.027,10
smolvla_libero,guarded_reuse_moderate,libero_10__task_3,libero_10,10,7,0.7,333.6,,0,330.5,3.1,89.728,256.965,10
smolvla_libero,guarded_reuse_moderate,libero_10__task_4,libero_10,10,0,0.0,520.0,,0,517.7,2.3,143.79,263.461,10
smolvla_libero,guarded_reuse_moderate,libero_10__task_5,libero_10,10,8,0.8,311.9,,0,308.9,3.0,85.037,263.723,10
smolvla_libero,guarded_reuse_moderate,libero_10__task_6,libero_10,10,3,0.3,437.2,,0,436.7,0.5,120.518,262.538,10
smolvla_libero,guarded_reuse_moderate,libero_10__task_7,libero_10,10,2,0.2,481.2,,0,478.3,2.9,131.998,262.997,10
smolvla_libero,guarded_reuse_moderate,libero_10__task_8,libero_10,10,2,0.2,507.2,,0,505.1,2.1,100.836,188.199,10
smolvla_libero,guarded_reuse_moderate,libero_10__task_9,libero_10,10,4,0.4,434.2,,0,429.3,4.9,127.278,281.61,10
smolvla_libero,guarded_reuse_moderate,libero_goal__task_0,libero_goal,10,8,0.8,166.0,,0,165.2,0.8,45.113,258.689,10
smolvla_libero,guarded_reuse_moderate,libero_goal__task_1,libero_goal,10,8,0.8,132.4,,0,132.3,0.1,36.132,258.853,10
smolvla_libero,guarded_reuse_moderate,libero_goal__task_2,libero_goal,10,8,0.8,141.6,,0,140.7,0.9,38.99,261.786,10
smolvla_libero,guarded_reuse_moderate,libero_goal__task_3,libero_goal,10,3,0.3,271.8,,0,269.0,2.8,74.218,261.821,10
smolvla_libero,guarded_reuse_moderate,libero_goal__task_4,libero_goal,10,10,1.0,91.4,,0,91.4,0.0,25.002,258.569,10
smolvla_libero,guarded_reuse_moderate,libero_goal__task_5,libero_goal,10,9,0.9,146.9,,0,145.8,1.1,40.95,264.712,10
smolvla_libero,guarded_reuse_moderate,libero_goal__task_6,libero_goal,10,6,0.6,177.7,,0,177.0,0.7,52.665,281.341,10
smolvla_libero,guarded_reuse_moderate,libero_goal__task_7,libero_goal,10,10,1.0,71.7,,0,71.0,0.7,19.293,257.544,10
smolvla_libero,guarded_reuse_moderate,libero_goal__task_8,libero_goal,10,7,0.7,145.9,,0,145.5,0.4,39.074,254.025,10
smolvla_libero,guarded_reuse_moderate,libero_goal__task_9,libero_goal,10,6,0.6,208.2,,0,208.1,0.1,57.296,260.672,10
smolvla_libero,guarded_reuse_moderate,libero_object__task_0,libero_object,10,7,0.7,190.3,,0,189.7,0.6,53.054,264.665,10
smolvla_libero,guarded_reuse_moderate,libero_object__task_1,libero_object,10,9,0.9,166.8,,0,166.6,0.2,45.971,262.058,10
smolvla_libero,guarded_reuse_moderate,libero_object__task_2,libero_object,10,10,1.0,129.9,,0,129.7,0.2,35.828,262.789,10
smolvla_libero,guarded_reuse_moderate,libero_object__task_3,libero_object,10,10,1.0,141.0,,0,140.8,0.2,27.318,179.814,10
smolvla_libero,guarded_reuse_moderate,libero_object__task_4,libero_object,10,8,0.8,177.5,,0,177.5,0.0,48.962,262.948,10
smolvla_libero,guarded_reuse_moderate,libero_object__task_5,libero_object,10,7,0.7,184.1,,0,182.6,1.5,50.201,261.067,10
smolvla_libero,guarded_reuse_moderate,libero_object__task_6,libero_object,10,9,0.9,186.5,,0,186.1,0.4,51.167,261.517,10
smolvla_libero,guarded_reuse_moderate,libero_object__task_7,libero_object,10,9,0.9,161.2,,0,161.1,0.1,44.306,261.507,10
smolvla_libero,guarded_reuse_moderate,libero_object__task_8,libero_object,10,10,1.0,169.2,,0,169.2,0.0,47.445,267.839,10
smolvla_libero,guarded_reuse_moderate,libero_object__task_9,libero_object,10,10,1.0,136.2,,0,136.1,0.1,37.285,260.026,10
smolvla_libero,guarded_reuse_moderate,libero_spatial__task_0,libero_spatial,10,8,0.8,105.3,,0,105.3,0.0,29.228,258.893,10
smolvla_libero,guarded_reuse_moderate,libero_spatial__task_1,libero_spatial,10,10,1.0,102.4,,0,102.4,0.0,52.606,484.396,10
smolvla_libero,guarded_reuse_moderate,libero_spatial__task_2,libero_spatial,10,7,0.7,138.9,,0,138.7,0.2,38.343,257.493,10
smolvla_libero,guarded_reuse_moderate,libero_spatial__task_3,libero_spatial,10,7,0.7,127.3,,0,127.1,0.2,35.739,262.08,10
smolvla_libero,guarded_reuse_moderate,libero_spatial__task_4,libero_spatial,10,8,0.8,148.0,,0,146.6,1.4,41.535,263.526,10
smolvla_libero,guarded_reuse_moderate,libero_spatial__task_5,libero_spatial,10,9,0.9,108.9,,0,108.7,0.2,30.823,263.568,10
smolvla_libero,guarded_reuse_moderate,libero_spatial__task_6,libero_spatial,10,9,0.9,121.6,,0,121.5,0.1,36.66,279.968,10
smolvla_libero,guarded_reuse_moderate,libero_spatial__task_7,libero_spatial,10,9,0.9,145.1,,0,144.9,0.2,41.214,264.621,10
smolvla_libero,guarded_reuse_moderate,libero_spatial__task_8,libero_spatial,10,8,0.8,116.6,,0,116.5,0.1,32.692,262.853,10
smolvla_libero,guarded_reuse_moderate,libero_spatial__task_9,libero_spatial,10,4,0.4,181.8,,0,181.0,0.8,51.082,261.358,10
smolvla_libero,guarded_reuse_strict,libero_10__task_0,libero_10,10,1,0.1,510.9,,0,510.5,0.4,138.737,256.741,10
smolvla_libero,guarded_reuse_strict,libero_10__task_1,libero_10,10,7,0.7,363.2,,0,362.4,0.8,108.098,282.306,10
smolvla_libero,guarded_reuse_strict,libero_10__task_2,libero_10,10,4,0.4,414.2,,0,414.2,0.0,111.818,258.23,10
smolvla_libero,guarded_reuse_strict,libero_10__task_3,libero_10,10,7,0.7,320.9,,0,319.4,1.5,87.756,262.048,10
smolvla_libero,guarded_reuse_strict,libero_10__task_4,libero_10,10,0,0.0,520.0,,0,519.2,0.8,142.261,258.424,10
smolvla_libero,guarded_reuse_strict,libero_10__task_5,libero_10,10,9,0.9,286.5,,0,286.2,0.3,112.518,370.658,10
smolvla_libero,guarded_reuse_strict,libero_10__task_6,libero_10,10,3,0.3,437.2,,0,437.2,0.0,119.736,261.284,10
smolvla_libero,guarded_reuse_strict,libero_10__task_7,libero_10,10,2,0.2,474.1,,0,473.6,0.5,129.848,260.747,10
smolvla_libero,guarded_reuse_strict,libero_10__task_8,libero_10,10,4,0.4,480.4,,0,480.0,0.4,143.063,283.965,10
smolvla_libero,guarded_reuse_strict,libero_10__task_9,libero_10,10,3,0.3,457.1,,0,454.8,2.3,124.643,260.352,10
smolvla_libero,guarded_reuse_strict,libero_goal__task_0,libero_goal,10,8,0.8,166.9,,0,166.6,0.3,46.068,261.407,10
smolvla_libero,guarded_reuse_strict,libero_goal__task_1,libero_goal,10,8,0.8,133.3,,0,133.3,0.0,39.812,283.016,10
smolvla_libero,guarded_reuse_strict,libero_goal__task_2,libero_goal,10,8,0.8,141.1,,0,141.1,0.0,39.267,262.199,10
smolvla_libero,guarded_reuse_strict,libero_goal__task_3,libero_goal,10,4,0.4,258.2,,0,257.1,1.1,70.287,259.634,10
smolvla_libero,guarded_reuse_strict,libero_goal__task_4,libero_goal,10,9,0.9,111.3,,0,111.1,0.2,33.827,288.617,10
smolvla_libero,guarded_reuse_strict,libero_goal__task_5,libero_goal,10,9,0.9,146.7,,0,146.4,0.3,40.141,258.293,10
smolvla_libero,guarded_reuse_strict,libero_goal__task_6,libero_goal,10,5,0.5,197.6,,0,197.3,0.3,54.43,261.147,10
smolvla_libero,guarded_reuse_strict,libero_goal__task_7,libero_goal,10,10,1.0,71.8,,0,71.7,0.1,19.702,258.608,10
smolvla_libero,guarded_reuse_strict,libero_goal__task_8,libero_goal,10,9,0.9,101.6,,0,101.6,0.0,28.365,264.706,10
smolvla_libero,guarded_reuse_strict,libero_goal__task_9,libero_goal,10,6,0.6,207.9,,0,207.9,0.0,56.948,259.348,10
smolvla_libero,guarded_reuse_strict,libero_object__task_0,libero_object,10,7,0.7,190.3,,0,190.0,0.3,52.653,261.47,10
smolvla_libero,guarded_reuse_strict,libero_object__task_1,libero_object,10,9,0.9,173.2,,0,173.1,0.1,36.513,182.637,10
smolvla_libero,guarded_reuse_strict,libero_object__task_2,libero_object,10,10,1.0,129.6,,0,129.6,0.0,36.017,265.158,10
smolvla_libero,guarded_reuse_strict,libero_object__task_3,libero_object,10,10,1.0,146.7,,0,146.6,0.1,39.977,259.162,10
smolvla_libero,guarded_reuse_strict,libero_object__task_4,libero_object,10,8,0.8,177.5,,0,177.5,0.0,48.479,260.144,10
smolvla_libero,guarded_reuse_strict,libero_object__task_5,libero_object,10,7,0.7,185.0,,0,184.5,0.5,80.821,455.77,10
smolvla_libero,guarded_reuse_strict,libero_object__task_6,libero_object,10,9,0.9,180.6,,0,180.3,0.3,36.191,188.954,10
smolvla_libero,guarded_reuse_strict,libero_object__task_7,libero_object,10,10,1.0,150.2,,0,150.2,0.0,40.802,257.734,10
smolvla_libero,guarded_reuse_strict,libero_object__task_8,libero_object,10,10,1.0,171.5,,0,171.5,0.0,51.056,282.701,10
smolvla_libero,guarded_reuse_strict,libero_object__task_9,libero_object,10,10,1.0,136.0,,0,136.0,0.0,36.816,257.504,10
smolvla_libero,guarded_reuse_strict,libero_spatial__task_0,libero_spatial,10,8,0.8,105.3,,0,105.3,0.0,29.627,263.243,10
smolvla_libero,guarded_reuse_strict,libero_spatial__task_1,libero_spatial,10,10,1.0,102.4,,0,102.4,0.0,52.246,477.349,10
smolvla_libero,guarded_reuse_strict,libero_spatial__task_2,libero_spatial,10,8,0.8,127.1,,0,127.1,0.0,38.864,282.945,10
smolvla_libero,guarded_reuse_strict,libero_spatial__task_3,libero_spatial,10,7,0.7,127.1,,0,127.1,0.0,35.557,261.301,10
smolvla_libero,guarded_reuse_strict,libero_spatial__task_4,libero_spatial,10,8,0.8,147.8,,0,147.6,0.2,42.049,265.244,10
smolvla_libero,guarded_reuse_strict,libero_spatial__task_5,libero_spatial,10,9,0.9,109.0,,0,109.0,0.0,31.094,265.888,10
smolvla_libero,guarded_reuse_strict,libero_spatial__task_6,libero_spatial,10,9,0.9,121.1,,0,121.1,0.0,34.223,261.581,10
smolvla_libero,guarded_reuse_strict,libero_spatial__task_7,libero_spatial,10,9,0.9,142.2,,0,142.2,0.0,39.656,257.427,10
smolvla_libero,guarded_reuse_strict,libero_spatial__task_8,libero_spatial,10,7,0.7,128.0,,0,128.0,0.0,35.426,259.158,10
smolvla_libero,guarded_reuse_strict,libero_spatial__task_9,libero_spatial,10,4,0.4,182.0,,0,181.9,0.1,52.339,267.179,10
smolvla_libero,original,libero_10__task_0,libero_10,10,0,0.0,520.0,,0,520.0,0.0,151.19,274.081,10
smolvla_libero,original,libero_10__task_1,libero_10,10,6,0.6,388.4,,0,388.4,0.0,112.867,274.693,10
smolvla_libero,original,libero_10__task_2,libero_10,10,6,0.6,361.4,,0,361.4,0.0,103.996,274.792,10
smolvla_libero,original,libero_10__task_3,libero_10,10,9,0.9,311.8,,0,311.8,0.0,90.074,274.728,10
smolvla_libero,original,libero_10__task_4,libero_10,10,0,0.0,520.0,,0,520.0,0.0,152.233,274.828,10
smolvla_libero,original,libero_10__task_5,libero_10,10,5,0.5,445.6,,0,445.6,0.0,128.691,274.532,10
smolvla_libero,original,libero_10__task_6,libero_10,10,6,0.6,362.6,,0,362.6,0.0,104.972,275.421,10
smolvla_libero,original,libero_10__task_7,libero_10,10,2,0.2,479.1,,0,479.1,0.0,138.243,274.403,10
smolvla_libero,original,libero_10__task_8,libero_10,10,2,0.2,506.3,,0,506.3,0.0,145.736,274.065,10
smolvla_libero,original,libero_10__task_9,libero_10,10,6,0.6,388.3,,0,388.3,0.0,111.972,273.916,10
smolvla_libero,original,libero_goal__task_0,libero_goal,10,7,0.7,185.9,,0,185.9,0.0,54.745,278.002,10
smolvla_libero,original,libero_goal__task_1,libero_goal,10,10,1.0,90.8,,0,90.8,0.0,26.828,279.405,10
smolvla_libero,original,libero_goal__task_2,libero_goal,10,7,0.7,158.0,,0,158.0,0.0,46.53,276.894,10
smolvla_libero,original,libero_goal__task_3,libero_goal,10,5,0.5,247.4,,0,247.4,0.0,72.783,277.683,10
smolvla_libero,original,libero_goal__task_4,libero_goal,10,8,0.8,130.2,,0,130.2,0.0,38.678,278.83,10
smolvla_libero,original,libero_goal__task_5,libero_goal,10,10,1.0,129.1,,0,129.1,0.0,38.636,283.273,10
smolvla_libero,original,libero_goal__task_6,libero_goal,10,5,0.5,196.4,,0,196.4,0.0,58.29,282.393,10
smolvla_libero,original,libero_goal__task_7,libero_goal,10,10,1.0,72.2,,0,72.2,0.0,21.209,278.346,10
smolvla_libero,original,libero_goal__task_8,libero_goal,10,10,1.0,81.3,,0,81.3,0.0,24.102,278.826,10
smolvla_libero,original,libero_goal__task_9,libero_goal,10,8,0.8,185.3,,0,185.3,0.0,54.775,279.257,10
smolvla_libero,original,libero_object__task_0,libero_object,10,9,0.9,166.4,,0,166.4,0.0,49.018,278.161,10
smolvla_libero,original,libero_object__task_1,libero_object,10,9,0.9,172.9,,0,172.9,0.0,50.596,278.421,10
smolvla_libero,original,libero_object__task_2,libero_object,10,10,1.0,131.7,,0,131.7,0.0,38.57,277.858,10
smolvla_libero,original,libero_object__task_3,libero_object,10,10,1.0,144.1,,0,144.1,0.0,42.199,278.303,10
smolvla_libero,original,libero_object__task_4,libero_object,10,10,1.0,154.8,,0,154.8,0.0,45.323,278.228,10
smolvla_libero,original,libero_object__task_5,libero_object,10,8,0.8,185.3,,0,185.3,0.0,54.444,278.579,10
smolvla_libero,original,libero_object__task_6,libero_object,10,10,1.0,171.3,,0,171.3,0.0,50.168,278.879,10
smolvla_libero,original,libero_object__task_7,libero_object,10,10,1.0,158.6,,0,158.6,0.0,45.374,271.739,10
smolvla_libero,original,libero_object__task_8,libero_object,10,10,1.0,174.2,,0,174.2,0.0,49.706,271.351,10
smolvla_libero,original,libero_object__task_9,libero_object,10,8,0.8,163.2,,0,163.2,0.0,46.469,270.742,10
smolvla_libero,original,libero_spatial__task_0,libero_spatial,10,7,0.7,120.6,,0,120.6,0.0,35.345,273.279,10
smolvla_libero,original,libero_spatial__task_1,libero_spatial,10,10,1.0,101.9,,0,101.9,0.0,29.756,273.197,10
smolvla_libero,original,libero_spatial__task_2,libero_spatial,10,8,0.8,126.0,,0,126.0,0.0,36.63,270.962,10
smolvla_libero,original,libero_spatial__task_3,libero_spatial,10,7,0.7,126.3,,0,126.3,0.0,36.801,271.131,10
smolvla_libero,original,libero_spatial__task_4,libero_spatial,10,9,0.9,139.9,,0,139.9,0.0,40.916,271.031,10
smolvla_libero,original,libero_spatial__task_5,libero_spatial,10,8,0.8,120.6,,0,120.6,0.0,35.004,269.751,10
smolvla_libero,original,libero_spatial__task_6,libero_spatial,10,7,0.7,146.2,,0,146.2,0.0,42.738,270.92,10
smolvla_libero,original,libero_spatial__task_7,libero_spatial,10,6,0.6,166.4,,0,166.4,0.0,48.628,270.313,10
smolvla_libero,original,libero_spatial__task_8,libero_spatial,10,9,0.9,108.6,,0,108.6,0.0,31.817,274.022,10
smolvla_libero,original,libero_spatial__task_9,libero_spatial,10,5,0.5,172.7,,0,172.7,0.0,50.88,272.34,10
smolvla_libero,temporal_fusion_conservative_adaptive,libero_10__task_0,libero_10,10,2,0.2,479.8,,0,479.8,0.0,144.735,284.876,10
