backbone_dir,configuration,task,task_group,n,successes,success_rate,mean_steps,truncation_rate,n_with_truncated_field,mean_policy_calls,mean_reuses,mean_episode_elapsed_s,median_of_episode_query_median_ms,n_with_query_latency
openvla_libero,fixed_foveation_keep20,libero_goal__task_1,libero_goal,10,9,0.9,113.3,0.0,10,113.3,0.0,20.419,157.653,10
openvla_libero,fixed_foveation_keep20,libero_goal__task_2,libero_goal,10,7,0.7,181.1,0.0,10,181.1,0.0,32.605,157.645,10
openvla_libero,fixed_foveation_keep20,libero_goal__task_3,libero_goal,10,1,0.1,285.7,0.0,10,285.7,0.0,51.213,157.659,10
openvla_libero,fixed_foveation_keep20,libero_goal__task_4,libero_goal,10,9,0.9,110.2,0.0,10,110.2,0.0,19.781,156.752,10
openvla_libero,fixed_foveation_keep20,libero_goal__task_5,libero_goal,10,6,0.6,224.8,0.0,10,224.8,0.0,40.336,157.456,10
openvla_libero,fixed_foveation_keep20,libero_goal__task_6,libero_goal,10,6,0.6,191.2,0.0,10,191.2,0.0,34.327,157.559,10
openvla_libero,fixed_foveation_keep20,libero_goal__task_7,libero_goal,10,7,0.7,146.2,0.0,10,146.2,0.0,26.136,157.0,10
openvla_libero,fixed_foveation_keep20,libero_goal__task_8,libero_goal,10,9,0.9,114.2,0.0,10,114.2,0.0,20.611,157.471,10
openvla_libero,fixed_foveation_keep20,libero_goal__task_9,libero_goal,10,4,0.4,245.2,0.0,10,245.2,0.0,44.165,157.523,10
openvla_libero,fixed_foveation_keep20,libero_object__task_0,libero_object,10,7,0.7,196.9,0.0,10,196.9,0.0,35.483,157.749,10
openvla_libero,fixed_foveation_keep20,libero_object__task_1,libero_object,10,2,0.2,248.6,0.0,10,248.6,0.0,44.478,157.735,10
openvla_libero,fixed_foveation_keep20,libero_object__task_2,libero_object,10,9,0.9,135.8,0.0,10,135.8,0.0,24.405,157.867,10
openvla_libero,fixed_foveation_keep20,libero_object__task_3,libero_object,10,6,0.6,196.8,0.0,10,196.8,0.0,35.331,158.344,10
openvla_libero,fixed_foveation_keep20,libero_object__task_4,libero_object,10,10,1.0,156.1,0.0,10,156.1,0.0,28.076,158.2,10
openvla_libero,fixed_foveation_keep20,libero_object__task_5,libero_object,10,7,0.7,182.4,0.0,10,182.4,0.0,32.96,159.164,10
openvla_libero,fixed_foveation_keep20,libero_object__task_6,libero_object,10,9,0.9,162.7,0.0,10,162.7,0.0,29.272,158.633,10
openvla_libero,fixed_foveation_keep20,libero_object__task_7,libero_object,10,9,0.9,150.1,0.0,10,150.1,0.0,27.043,158.211,10
openvla_libero,fixed_foveation_keep20,libero_object__task_8,libero_object,10,6,0.6,218.6,0.0,10,218.6,0.0,39.479,158.567,10
openvla_libero,fixed_foveation_keep20,libero_object__task_9,libero_object,10,9,0.9,153.2,0.0,10,153.2,0.0,27.562,158.317,10
openvla_libero,fixed_foveation_keep20,libero_spatial__task_0,libero_spatial,10,7,0.7,130.5,0.0,10,130.5,0.0,24.414,160.392,10
openvla_libero,fixed_foveation_keep20,libero_spatial__task_1,libero_spatial,10,4,0.4,179.8,0.0,10,179.8,0.0,33.361,158.58,10
openvla_libero,fixed_foveation_keep20,libero_spatial__task_2,libero_spatial,10,6,0.6,156.9,0.0,10,156.9,0.0,28.981,158.558,10
openvla_libero,fixed_foveation_keep20,libero_spatial__task_3,libero_spatial,10,8,0.8,114.8,0.0,10,114.8,0.0,21.492,161.18,10
openvla_libero,fixed_foveation_keep20,libero_spatial__task_4,libero_spatial,10,4,0.4,186.5,0.0,10,186.5,0.0,35.264,161.165,10
openvla_libero,fixed_foveation_keep20,libero_spatial__task_5,libero_spatial,10,4,0.4,171.9,0.0,10,171.9,0.0,31.951,159.4,10
openvla_libero,fixed_foveation_keep20,libero_spatial__task_6,libero_spatial,10,8,0.8,127.2,0.0,10,127.2,0.0,23.778,158.659,10
openvla_libero,fixed_foveation_keep20,libero_spatial__task_7,libero_spatial,10,7,0.7,163.6,0.0,10,163.6,0.0,30.62,158.205,10
openvla_libero,fixed_foveation_keep20,libero_spatial__task_8,libero_spatial,10,7,0.7,155.4,0.0,10,155.4,0.0,28.824,159.216,10
openvla_libero,fixed_foveation_keep20,libero_spatial__task_9,libero_spatial,10,0,0.0,220.0,0.0,10,220.0,0.0,41.107,158.396,10
openvla_libero,fixed_foveation_keep50,libero_10__task_0,libero_10,10,3,0.3,465.5,0.0,10,465.5,0.0,84.147,157.178,10
openvla_libero,fixed_foveation_keep50,libero_10__task_1,libero_10,10,6,0.6,379.2,0.0,10,379.2,0.0,68.38,157.111,10
openvla_libero,fixed_foveation_keep50,libero_10__task_2,libero_10,10,7,0.7,356.7,0.0,10,356.7,0.0,63.137,156.926,10
openvla_libero,fixed_foveation_keep50,libero_10__task_3,libero_10,10,4,0.4,429.4,0.0,10,429.4,0.0,76.187,156.907,10
openvla_libero,fixed_foveation_keep50,libero_10__task_4,libero_10,10,2,0.2,466.3,0.0,10,466.3,0.0,83.888,157.655,10
openvla_libero,fixed_foveation_keep50,libero_10__task_5,libero_10,10,10,1.0,186.4,0.0,10,186.4,0.0,32.842,156.966,10
openvla_libero,fixed_foveation_keep50,libero_10__task_6,libero_10,10,4,0.4,404.6,0.0,10,404.6,0.0,72.261,156.968,10
openvla_libero,fixed_foveation_keep50,libero_10__task_7,libero_10,10,4,0.4,439.4,0.0,10,439.4,0.0,78.298,157.317,10
openvla_libero,fixed_foveation_keep50,libero_10__task_8,libero_10,10,1,0.1,512.9,0.0,10,512.9,0.0,91.2,156.93,10
openvla_libero,fixed_foveation_keep50,libero_10__task_9,libero_10,10,3,0.3,462.7,0.0,10,462.7,0.0,82.295,157.697,10
openvla_libero,fixed_foveation_keep50,libero_goal__task_0,libero_goal,10,7,0.7,171.6,0.0,10,171.6,0.0,31.139,158.535,10
openvla_libero,fixed_foveation_keep50,libero_goal__task_1,libero_goal,10,10,1.0,90.2,0.0,10,90.2,0.0,16.383,158.721,10
openvla_libero,fixed_foveation_keep50,libero_goal__task_2,libero_goal,10,7,0.7,160.1,0.0,10,160.1,0.0,29.009,158.874,10
openvla_libero,fixed_foveation_keep50,libero_goal__task_3,libero_goal,10,4,0.4,250.2,0.0,10,250.2,0.0,45.328,158.825,10
openvla_libero,fixed_foveation_keep50,libero_goal__task_4,libero_goal,10,8,0.8,130.7,0.0,10,130.7,0.0,23.655,158.966,10
openvla_libero,fixed_foveation_keep50,libero_goal__task_5,libero_goal,10,8,0.8,167.9,0.0,10,167.9,0.0,30.464,158.109,10
openvla_libero,fixed_foveation_keep50,libero_goal__task_6,libero_goal,10,7,0.7,157.7,0.0,10,157.7,0.0,28.444,158.859,10
openvla_libero,fixed_foveation_keep50,libero_goal__task_7,libero_goal,10,10,1.0,87.8,0.0,10,87.8,0.0,15.895,158.945,10
openvla_libero,fixed_foveation_keep50,libero_goal__task_8,libero_goal,10,9,0.9,100.3,0.0,10,100.3,0.0,18.147,158.598,10
openvla_libero,fixed_foveation_keep50,libero_goal__task_9,libero_goal,10,5,0.5,256.4,0.0,10,256.4,0.0,46.74,158.815,10
openvla_libero,fixed_foveation_keep50,libero_object__task_0,libero_object,10,8,0.8,173.4,0.0,10,173.4,0.0,31.26,157.44,10
openvla_libero,fixed_foveation_keep50,libero_object__task_1,libero_object,10,8,0.8,164.4,0.0,10,164.4,0.0,29.724,158.265,10
openvla_libero,fixed_foveation_keep50,libero_object__task_2,libero_object,10,8,0.8,150.8,0.0,10,150.8,0.0,27.244,157.959,10
openvla_libero,fixed_foveation_keep50,libero_object__task_3,libero_object,10,7,0.7,180.8,0.0,10,180.8,0.0,32.474,157.679,10
openvla_libero,fixed_foveation_keep50,libero_object__task_4,libero_object,10,10,1.0,156.2,0.0,10,156.2,0.0,28.087,157.616,10
openvla_libero,fixed_foveation_keep50,libero_object__task_5,libero_object,10,8,0.8,172.5,0.0,10,172.5,0.0,31.107,157.824,10
openvla_libero,fixed_foveation_keep50,libero_object__task_6,libero_object,10,9,0.9,169.0,0.0,10,169.0,0.0,30.358,157.838,10
openvla_libero,fixed_foveation_keep50,libero_object__task_7,libero_object,10,10,1.0,139.3,0.0,10,139.3,0.0,25.118,157.889,10
openvla_libero,fixed_foveation_keep50,libero_object__task_8,libero_object,10,9,0.9,188.2,0.0,10,188.2,0.0,33.95,158.057,10
openvla_libero,fixed_foveation_keep50,libero_object__task_9,libero_object,10,9,0.9,167.2,0.0,10,167.2,0.0,29.969,157.694,10
openvla_libero,fixed_foveation_keep50,libero_spatial__task_0,libero_spatial,10,10,1.0,78.3,0.0,10,78.3,0.0,14.578,159.318,10
openvla_libero,fixed_foveation_keep50,libero_spatial__task_1,libero_spatial,10,8,0.8,144.6,0.0,10,144.6,0.0,27.086,159.997,10
openvla_libero,fixed_foveation_keep50,libero_spatial__task_2,libero_spatial,10,9,0.9,141.1,0.0,10,141.1,0.0,26.289,159.295,10
openvla_libero,fixed_foveation_keep50,libero_spatial__task_3,libero_spatial,10,10,1.0,96.1,0.0,10,96.1,0.0,17.954,160.141,10
openvla_libero,fixed_foveation_keep50,libero_spatial__task_4,libero_spatial,10,7,0.7,157.0,0.0,10,157.0,0.0,29.391,158.929,10
openvla_libero,fixed_foveation_keep50,libero_spatial__task_5,libero_spatial,10,9,0.9,107.6,0.0,10,107.6,0.0,20.171,159.909,10
openvla_libero,fixed_foveation_keep50,libero_spatial__task_6,libero_spatial,10,10,1.0,107.1,0.0,10,107.1,0.0,20.024,158.46,10
openvla_libero,fixed_foveation_keep50,libero_spatial__task_7,libero_spatial,10,9,0.9,136.7,0.0,10,136.7,0.0,25.703,159.04,10
openvla_libero,fixed_foveation_keep50,libero_spatial__task_8,libero_spatial,10,5,0.5,160.9,0.0,10,160.9,0.0,29.817,158.856,10
openvla_libero,fixed_foveation_keep50,libero_spatial__task_9,libero_spatial,10,6,0.6,164.6,0.0,10,164.6,0.0,31.052,159.685,10
openvla_libero,guarded_reuse_aggressive,libero_10__task_0,libero_10,10,3,0.3,453.9,0.0,10,418.9,35.0,73.046,155.28,10
openvla_libero,guarded_reuse_aggressive,libero_10__task_1,libero_10,10,8,0.8,317.3,0.0,10,301.9,15.4,53.536,159.086,10
openvla_libero,guarded_reuse_aggressive,libero_10__task_2,libero_10,10,7,0.7,356.5,0.0,10,311.2,45.3,54.258,159.063,10
openvla_libero,guarded_reuse_aggressive,libero_10__task_3,libero_10,10,2,0.2,458.9,0.0,10,426.8,32.1,73.473,156.701,10
openvla_libero,guarded_reuse_aggressive,libero_10__task_4,libero_10,10,3,0.3,443.6,0.0,10,410.3,33.3,71.287,155.869,10
openvla_libero,guarded_reuse_aggressive,libero_10__task_5,libero_10,10,10,1.0,184.6,0.0,10,155.0,29.6,26.594,156.074,10
openvla_libero,guarded_reuse_aggressive,libero_10__task_6,libero_10,10,6,0.6,380.6,0.0,10,333.7,46.9,58.457,156.538,10
openvla_libero,guarded_reuse_aggressive,libero_10__task_7,libero_10,10,3,0.3,472.4,0.0,10,440.2,32.2,75.884,156.628,10
openvla_libero,guarded_reuse_aggressive,libero_10__task_8,libero_10,10,3,0.3,480.4,0.0,10,408.6,71.8,71.001,156.162,10
openvla_libero,guarded_reuse_aggressive,libero_10__task_9,libero_10,10,5,0.5,444.6,0.0,10,381.5,63.1,66.435,156.17,10
openvla_libero,guarded_reuse_aggressive,libero_goal__task_0,libero_goal,10,6,0.6,196.7,0.0,10,161.1,35.6,28.892,158.331,10
openvla_libero,guarded_reuse_aggressive,libero_goal__task_1,libero_goal,10,10,1.0,92.2,0.0,10,86.7,5.5,15.323,157.904,10
openvla_libero,guarded_reuse_aggressive,libero_goal__task_2,libero_goal,10,8,0.8,136.5,0.0,10,130.5,6.0,23.042,158.132,10
openvla_libero,guarded_reuse_aggressive,libero_goal__task_3,libero_goal,10,5,0.5,247.8,0.0,10,202.3,45.5,36.432,158.953,10
openvla_libero,guarded_reuse_aggressive,libero_goal__task_4,libero_goal,10,9,0.9,109.2,0.0,10,105.9,3.3,18.642,157.898,10
openvla_libero,guarded_reuse_aggressive,libero_goal__task_5,libero_goal,10,6,0.6,203.6,0.0,10,190.1,13.5,33.605,158.156,10
openvla_libero,guarded_reuse_aggressive,libero_goal__task_6,libero_goal,10,6,0.6,184.3,0.0,10,172.5,11.8,30.388,157.826,10
openvla_libero,guarded_reuse_aggressive,libero_goal__task_7,libero_goal,10,10,1.0,94.2,0.0,10,71.5,22.7,12.848,157.744,10
openvla_libero,guarded_reuse_aggressive,libero_goal__task_8,libero_goal,10,9,0.9,106.6,0.0,10,96.2,10.4,17.042,157.578,10
openvla_libero,guarded_reuse_aggressive,libero_goal__task_9,libero_goal,10,3,0.3,267.7,0.0,10,239.1,28.6,42.452,157.908,10
openvla_libero,guarded_reuse_aggressive,libero_object__task_0,libero_object,10,7,0.7,199.8,0.0,10,174.6,25.2,30.895,158.099,10
openvla_libero,guarded_reuse_aggressive,libero_object__task_1,libero_object,10,9,0.9,177.7,0.0,10,155.5,22.2,27.777,161.171,10
openvla_libero,guarded_reuse_aggressive,libero_object__task_2,libero_object,10,8,0.8,150.6,0.0,10,137.5,13.1,24.231,159.816,10
openvla_libero,guarded_reuse_aggressive,libero_object__task_3,libero_object,10,5,0.5,209.4,0.0,10,181.5,27.9,31.689,157.005,10
openvla_libero,guarded_reuse_aggressive,libero_object__task_4,libero_object,10,10,1.0,151.0,0.0,10,141.2,9.8,24.735,158.261,10
openvla_libero,guarded_reuse_aggressive,libero_object__task_5,libero_object,10,9,0.9,166.2,0.0,10,147.2,19.0,26.018,158.074,10
openvla_libero,guarded_reuse_aggressive,libero_object__task_6,libero_object,10,9,0.9,164.7,0.0,10,142.2,22.5,24.982,158.014,10
openvla_libero,guarded_reuse_aggressive,libero_object__task_7,libero_object,10,9,0.9,154.4,0.0,10,147.9,6.5,25.766,158.289,10
openvla_libero,guarded_reuse_aggressive,libero_object__task_8,libero_object,10,9,0.9,172.0,0.0,10,163.3,8.7,28.186,156.208,10
openvla_libero,guarded_reuse_aggressive,libero_object__task_9,libero_object,10,10,1.0,125.2,0.0,10,119.3,5.9,20.667,156.837,10
openvla_libero,guarded_reuse_aggressive,libero_spatial__task_0,libero_spatial,10,7,0.7,121.6,0.0,10,110.5,11.1,20.298,159.184,10
openvla_libero,guarded_reuse_aggressive,libero_spatial__task_1,libero_spatial,10,9,0.9,130.0,0.0,10,120.6,9.4,21.952,158.795,10
openvla_libero,guarded_reuse_aggressive,libero_spatial__task_2,libero_spatial,10,7,0.7,146.4,0.0,10,131.9,14.5,24.057,158.764,10
openvla_libero,guarded_reuse_aggressive,libero_spatial__task_3,libero_spatial,10,7,0.7,131.0,0.0,10,124.4,6.6,22.67,160.443,10
openvla_libero,guarded_reuse_aggressive,libero_spatial__task_4,libero_spatial,10,7,0.7,157.1,0.0,10,131.6,25.5,24.443,158.957,10
openvla_libero,guarded_reuse_aggressive,libero_spatial__task_5,libero_spatial,10,7,0.7,138.8,0.0,10,121.6,17.2,22.404,159.03,10
openvla_libero,guarded_reuse_aggressive,libero_spatial__task_6,libero_spatial,10,10,1.0,106.7,0.0,10,99.8,6.9,18.388,160.108,10
openvla_libero,guarded_reuse_aggressive,libero_spatial__task_7,libero_spatial,10,9,0.9,138.8,0.0,10,123.9,14.9,23.034,159.071,10
openvla_libero,guarded_reuse_aggressive,libero_spatial__task_8,libero_spatial,10,7,0.7,143.3,0.0,10,131.9,11.4,23.911,158.577,10
openvla_libero,guarded_reuse_aggressive,libero_spatial__task_9,libero_spatial,10,7,0.7,162.5,0.0,10,156.0,6.5,28.594,158.753,10
openvla_libero,guarded_reuse_moderate,libero_10__task_0,libero_10,10,7,0.7,365.6,0.0,10,352.5,13.1,61.969,157.569,10
openvla_libero,guarded_reuse_moderate,libero_10__task_1,libero_10,10,6,0.6,358.2,0.0,10,350.3,7.9,60.982,156.855,10
openvla_libero,guarded_reuse_moderate,libero_10__task_2,libero_10,10,7,0.7,380.2,0.0,10,359.0,21.2,61.706,156.955,10
openvla_libero,guarded_reuse_moderate,libero_10__task_3,libero_10,10,2,0.2,459.0,0.0,10,432.7,26.3,74.717,157.023,10
openvla_libero,guarded_reuse_moderate,libero_10__task_4,libero_10,10,4,0.4,433.3,0.0,10,400.2,33.1,70.168,157.0,10
openvla_libero,guarded_reuse_moderate,libero_10__task_5,libero_10,10,10,1.0,180.8,0.0,10,169.4,11.4,28.978,157.052,10
openvla_libero,guarded_reuse_moderate,libero_10__task_6,libero_10,10,4,0.4,417.3,0.0,10,382.5,34.8,66.387,156.842,10
openvla_libero,guarded_reuse_moderate,libero_10__task_7,libero_10,10,2,0.2,467.9,0.0,10,448.3,19.6,77.226,157.106,10
openvla_libero,guarded_reuse_moderate,libero_10__task_8,libero_10,10,4,0.4,471.2,0.0,10,447.8,23.4,77.634,156.973,10
openvla_libero,guarded_reuse_moderate,libero_10__task_9,libero_10,10,5,0.5,432.7,0.0,10,402.2,30.5,69.724,156.911,10
openvla_libero,guarded_reuse_moderate,libero_goal__task_0,libero_goal,10,5,0.5,226.5,0.0,10,207.9,18.6,36.67,157.495,10
openvla_libero,guarded_reuse_moderate,libero_goal__task_1,libero_goal,10,10,1.0,91.7,0.0,10,89.9,1.8,15.872,158.284,10
openvla_libero,guarded_reuse_moderate,libero_goal__task_2,libero_goal,10,8,0.8,135.3,0.0,10,132.0,3.3,23.29,159.869,10
openvla_libero,guarded_reuse_moderate,libero_goal__task_3,libero_goal,10,2,0.2,274.0,0.0,10,253.9,20.1,44.997,160.116,10
openvla_libero,guarded_reuse_moderate,libero_goal__task_4,libero_goal,10,9,0.9,110.8,0.0,10,109.2,1.6,19.146,157.646,10
openvla_libero,guarded_reuse_moderate,libero_goal__task_5,libero_goal,10,5,0.5,216.0,0.0,10,209.7,6.3,36.968,158.398,10
openvla_libero,guarded_reuse_moderate,libero_goal__task_6,libero_goal,10,7,0.7,158.4,0.0,10,154.8,3.6,27.315,158.533,10
openvla_libero,guarded_reuse_moderate,libero_goal__task_7,libero_goal,10,10,1.0,97.8,0.0,10,87.1,10.7,15.547,159.746,10
openvla_libero,guarded_reuse_moderate,libero_goal__task_8,libero_goal,10,10,1.0,80.7,0.0,10,77.3,3.4,13.656,158.389,10
openvla_libero,guarded_reuse_moderate,libero_goal__task_9,libero_goal,10,3,0.3,261.2,0.0,10,245.8,15.4,43.327,157.564,10
openvla_libero,guarded_reuse_moderate,libero_object__task_0,libero_object,10,4,0.4,224.3,0.0,10,201.3,23.0,35.375,156.566,10
openvla_libero,guarded_reuse_moderate,libero_object__task_1,libero_object,10,7,0.7,179.5,0.0,10,158.4,21.1,27.781,157.923,10
openvla_libero,guarded_reuse_moderate,libero_object__task_2,libero_object,10,9,0.9,148.8,0.0,10,140.5,8.3,24.427,156.577,10
openvla_libero,guarded_reuse_moderate,libero_object__task_3,libero_object,10,5,0.5,222.1,0.0,10,212.9,9.2,36.808,156.835,10
openvla_libero,guarded_reuse_moderate,libero_object__task_4,libero_object,10,9,0.9,173.0,0.0,10,167.4,5.6,28.984,156.645,10
openvla_libero,guarded_reuse_moderate,libero_object__task_5,libero_object,10,7,0.7,173.3,0.0,10,161.0,12.3,28.015,156.54,10
openvla_libero,guarded_reuse_moderate,libero_object__task_6,libero_object,10,10,1.0,155.7,0.0,10,152.2,3.5,26.428,157.701,10
openvla_libero,guarded_reuse_moderate,libero_object__task_7,libero_object,10,9,0.9,154.8,0.0,10,147.7,7.1,25.583,156.533,10
openvla_libero,guarded_reuse_moderate,libero_object__task_8,libero_object,10,10,1.0,153.6,0.0,10,151.3,2.3,26.049,156.525,10
openvla_libero,guarded_reuse_moderate,libero_object__task_9,libero_object,10,10,1.0,127.2,0.0,10,124.5,2.7,21.439,156.526,10
openvla_libero,guarded_reuse_moderate,libero_spatial__task_0,libero_spatial,10,8,0.8,110.7,0.0,10,108.2,2.5,19.461,157.878,10
openvla_libero,guarded_reuse_moderate,libero_spatial__task_1,libero_spatial,10,8,0.8,147.1,0.0,10,141.9,5.2,25.457,157.502,10
openvla_libero,guarded_reuse_moderate,libero_spatial__task_2,libero_spatial,10,7,0.7,139.4,0.0,10,133.9,5.5,24.084,159.11,10
openvla_libero,guarded_reuse_moderate,libero_spatial__task_3,libero_spatial,10,9,0.9,106.2,0.0,10,104.6,1.6,18.898,159.231,10
openvla_libero,guarded_reuse_moderate,libero_spatial__task_4,libero_spatial,10,6,0.6,162.5,0.0,10,150.8,11.7,27.718,159.382,10
openvla_libero,guarded_reuse_moderate,libero_spatial__task_5,libero_spatial,10,8,0.8,122.6,0.0,10,117.4,5.2,21.398,159.089,10
openvla_libero,guarded_reuse_moderate,libero_spatial__task_6,libero_spatial,10,10,1.0,105.1,0.0,10,103.5,1.6,18.912,159.323,10
openvla_libero,guarded_reuse_moderate,libero_spatial__task_7,libero_spatial,10,8,0.8,142.2,0.0,10,135.4,6.8,24.781,158.719,10
openvla_libero,guarded_reuse_moderate,libero_spatial__task_8,libero_spatial,10,6,0.6,157.5,0.0,10,151.4,6.1,27.191,157.734,10
openvla_libero,guarded_reuse_moderate,libero_spatial__task_9,libero_spatial,10,6,0.6,165.1,0.0,10,163.4,1.7,29.829,158.856,10
openvla_libero,guarded_reuse_strict,libero_10__task_0,libero_10,10,5,0.5,412.5,0.0,10,402.7,9.8,70.828,157.642,10
openvla_libero,guarded_reuse_strict,libero_10__task_1,libero_10,10,7,0.7,348.2,0.0,10,340.3,7.9,59.634,157.584,10
openvla_libero,guarded_reuse_strict,libero_10__task_2,libero_10,10,5,0.5,414.9,0.0,10,398.0,16.9,68.447,156.206,10
openvla_libero,guarded_reuse_strict,libero_10__task_3,libero_10,10,2,0.2,464.1,0.0,10,454.0,10.1,78.094,156.812,10
openvla_libero,guarded_reuse_strict,libero_10__task_4,libero_10,10,4,0.4,413.3,0.0,10,399.7,13.6,69.777,157.522,10
openvla_libero,guarded_reuse_strict,libero_10__task_5,libero_10,10,10,1.0,206.3,0.0,10,200.8,5.5,34.397,157.591,10
openvla_libero,guarded_reuse_strict,libero_10__task_6,libero_10,10,4,0.4,408.2,0.0,10,380.7,27.5,65.894,157.096,10
openvla_libero,guarded_reuse_strict,libero_10__task_7,libero_10,10,4,0.4,417.7,0.0,10,403.1,14.6,69.356,156.687,10
openvla_libero,guarded_reuse_strict,libero_10__task_8,libero_10,10,5,0.5,463.3,0.0,10,448.5,14.8,77.313,156.995,10
openvla_libero,guarded_reuse_strict,libero_10__task_9,libero_10,10,5,0.5,430.2,0.0,10,407.2,23.0,70.023,156.343,10
openvla_libero,guarded_reuse_strict,libero_goal__task_0,libero_goal,10,5,0.5,228.2,0.0,10,214.7,13.5,37.93,158.217,10
openvla_libero,guarded_reuse_strict,libero_goal__task_1,libero_goal,10,10,1.0,93.0,0.0,10,91.7,1.3,16.231,158.373,10
openvla_libero,guarded_reuse_strict,libero_goal__task_2,libero_goal,10,8,0.8,132.5,0.0,10,131.3,1.2,23.169,158.957,10
openvla_libero,guarded_reuse_strict,libero_goal__task_3,libero_goal,10,3,0.3,267.9,0.0,10,243.1,24.8,42.942,158.277,10
openvla_libero,guarded_reuse_strict,libero_goal__task_4,libero_goal,10,8,0.8,130.9,0.0,10,124.4,6.5,21.779,157.027,10
openvla_libero,guarded_reuse_strict,libero_goal__task_5,libero_goal,10,6,0.6,211.2,0.0,10,208.7,2.5,36.581,157.702,10
openvla_libero,guarded_reuse_strict,libero_goal__task_6,libero_goal,10,7,0.7,158.4,0.0,10,156.0,2.4,27.511,158.885,10
openvla_libero,guarded_reuse_strict,libero_goal__task_7,libero_goal,10,10,1.0,97.1,0.0,10,87.5,9.6,15.399,157.615,10
openvla_libero,guarded_reuse_strict,libero_goal__task_8,libero_goal,10,10,1.0,79.2,0.0,10,76.9,2.3,13.593,158.283,10
openvla_libero,guarded_reuse_strict,libero_goal__task_9,libero_goal,10,4,0.4,249.1,0.0,10,234.1,15.0,41.629,157.959,10
openvla_libero,guarded_reuse_strict,libero_object__task_0,libero_object,10,6,0.6,205.6,0.0,10,187.7,17.9,33.473,158.599,10
openvla_libero,guarded_reuse_strict,libero_object__task_1,libero_object,10,7,0.7,183.5,0.0,10,167.6,15.9,29.643,159.122,10
