backbone,env,configuration,family,episodes,successes,success_pct,avg_steps,avg_policy_calls,avg_reuses,avg_episode_s,latency_ms_per_step,policy_query_latency_mean_ms,inference_cycle_mean_ms,delta_success_vs_original,delta_latency_ms_vs_original,delta_avg_steps_vs_original,win,loss,p_mcnemar,dsteps,dsteps_lo,dsteps_hi,dtime_s,in_table,results_folder
UniVLA,LIBERO Goal,action_repeat4,Action repeat,100,0,0.00,300.00,8.00,240.00,8.101,27.00,514.05,1012.66,-92.00,-38.14,177.42,0,92,0.000000,177.42,164.20,189.21,0.12,0,univla_libero/action_repeat4/libero_goal
UniVLA,LIBERO Goal,depth_pruning1,Depth pruning,100,93,93.00,121.69,12.53,0.00,7.691,63.20,480.33,613.81,1.00,-1.94,-0.89,6,5,1.000000,-0.89,-11.68,10.15,-0.29,1,univla_libero/depth_pruning1/libero_goal
UniVLA,LIBERO Goal,depth_pruning2,Depth pruning,100,89,89.00,129.01,13.34,0.00,8.057,62.45,468.51,603.94,-3.00,-2.69,6.43,7,10,0.629059,6.43,-6.44,19.25,0.07,0,univla_libero/depth_pruning2/libero_goal
UniVLA,LIBERO Goal,depth_pruning4,Depth pruning,100,84,84.00,143.71,14.74,0.00,8.586,59.74,445.00,582.49,-8.00,-5.40,21.13,6,14,0.115318,21.13,5.07,36.53,0.60,0,univla_libero/depth_pruning4/libero_goal
UniVLA,LIBERO Goal,guarded_reuse_strict,Guarded reuse,100,93,93.00,121.34,12.53,0.00,7.847,64.67,488.24,626.25,1.00,-0.47,-1.24,1,0,1.000000,-1.24,-3.72,0.00,-0.14,1,univla_libero/guarded_reuse_strict/libero_goal
UniVLA,LIBERO Goal,guarded_reuse_moderate,Guarded reuse,100,93,93.00,121.54,12.56,0.00,7.793,64.12,485.34,620.44,1.00,-1.02,-1.04,1,0,1.000000,-1.04,-3.18,0.04,-0.19,0,univla_libero/guarded_reuse_moderate/libero_goal
UniVLA,LIBERO Goal,guarded_reuse_aggressive,Guarded reuse,100,92,92.00,122.56,12.65,0.00,7.869,64.20,485.05,622.05,0.00,-0.94,-0.02,0,0,1.000000,-0.02,-0.06,0.00,-0.12,0,univla_libero/guarded_reuse_aggressive/libero_goal
UniVLA,LIBERO Goal,temporal_fusion_motion_entropy,Temporal fusion,100,95,95.00,122.07,12.63,0.00,7.926,64.93,489.21,627.57,3.00,-0.21,-0.51,7,4,0.548828,-0.51,-11.87,11.26,-0.06,1,univla_libero/temporal_fusion_motion_entropy/libero_goal
UniVLA,LIBERO Goal,temporal_fusion_task_aware,Temporal fusion,100,93,93.00,123.26,12.77,0.00,8.857,71.86,557.92,693.61,1.00,6.72,0.68,6,5,1.000000,0.68,-10.48,11.66,0.87,0,univla_libero/temporal_fusion_task_aware/libero_goal
UniVLA,LIBERO Goal,temporal_fusion_conservative_adaptive,Temporal fusion,100,92,92.00,122.67,12.66,0.00,7.905,64.44,486.86,624.42,0.00,-0.70,0.09,0,0,1.000000,0.09,0.00,0.26,-0.08,0,univla_libero/temporal_fusion_conservative_adaptive/libero_goal
SmolVLA,LIBERO Goal,original,Original,100,80,80.00,147.66,147.66,0.00,43.658,295.66,280.15,295.66,0.00,0.00,0.00,,,,,,,,1,smolvla_libero/original/libero_goal
SmolVLA,LIBERO Goal,fixed_foveation_keep20,Foveation,100,58,58.00,186.72,186.72,0.00,57.516,308.04,278.88,308.04,-22.00,12.37,39.06,7,29,0.000313,39.06,18.77,57.26,13.86,0,smolvla_libero/fixed_foveation_keep20/libero_goal
SmolVLA,LIBERO Goal,fixed_foveation_keep50,Foveation,100,67,67.00,168.51,168.51,0.00,51.243,304.10,274.08,304.10,-13.00,8.43,20.85,6,19,0.014633,20.85,2.82,38.94,7.59,1,smolvla_libero/fixed_foveation_keep50/libero_goal
SmolVLA,LIBERO Goal,action_repeat2,Action repeat,100,72,72.00,164.22,82.31,81.91,25.320,154.19,278.78,154.19,-8.00,-141.48,16.56,7,15,0.133801,16.56,1.53,32.26,-18.34,1,smolvla_libero/action_repeat2/libero_goal
SmolVLA,LIBERO Goal,action_repeat4,Action repeat,100,59,59.00,197.32,49.51,147.81,16.488,83.56,276.77,83.56,-21.00,-212.10,49.66,6,27,0.000324,49.66,31.75,66.30,-27.17,0,smolvla_libero/action_repeat4/libero_goal
SmolVLA,LIBERO Goal,depth_pruning1,Depth pruning,100,62,62.00,187.03,187.03,0.00,54.896,293.51,278.24,293.51,-18.00,-2.15,39.37,6,24,0.001431,39.37,22.43,56.14,11.24,1,smolvla_libero/depth_pruning1/libero_goal
SmolVLA,LIBERO Goal,depth_pruning2,Depth pruning,100,53,53.00,210.43,210.43,0.00,60.301,286.56,271.42,286.56,-27.00,-9.10,62.77,5,32,0.000007,62.77,44.64,80.80,16.64,0,smolvla_libero/depth_pruning2/libero_goal
SmolVLA,LIBERO Goal,depth_pruning4,Depth pruning,100,28,28.00,260.99,260.99,0.00,68.597,262.83,247.34,262.83,-52.00,-32.83,113.33,2,54,0.000000,113.33,95.98,129.99,24.94,0,smolvla_libero/depth_pruning4/libero_goal
SmolVLA,LIBERO Goal,guarded_reuse_strict,Guarded reuse,100,77,77.00,151.58,151.39,0.19,41.985,276.98,262.73,276.98,-3.00,-18.68,3.92,12,15,0.701108,3.92,-13.77,21.65,-1.67,0,smolvla_libero/guarded_reuse_strict/libero_goal
SmolVLA,LIBERO Goal,guarded_reuse_moderate,Guarded reuse,100,76,76.00,152.92,152.21,0.71,42.143,275.59,262.20,275.62,-4.00,-20.08,5.26,11,15,0.557197,5.26,-12.32,22.64,-1.52,0,smolvla_libero/guarded_reuse_moderate/libero_goal
SmolVLA,LIBERO Goal,guarded_reuse_aggressive,Guarded reuse,100,79,79.00,148.58,145.36,3.22,40.180,270.43,261.50,270.67,-1.00,-25.24,0.92,12,13,1.000000,0.92,-17.03,18.95,-3.48,1,smolvla_libero/guarded_reuse_aggressive/libero_goal
SmolVLA,LIBERO Goal,temporal_fusion_motion_entropy,Temporal fusion,100,77,77.00,150.66,150.66,0.00,41.688,276.70,262.30,276.70,-3.00,-18.96,3.00,12,15,0.701108,3.00,-15.17,20.25,-1.97,0,smolvla_libero/temporal_fusion_motion_entropy/libero_goal
SmolVLA,LIBERO Goal,temporal_fusion_task_aware,Temporal fusion,100,74,74.00,158.84,158.84,0.00,44.537,280.39,266.00,280.39,-6.00,-15.27,11.18,11,17,0.344928,11.18,-7.04,29.02,0.88,0,smolvla_libero/temporal_fusion_task_aware/libero_goal
SmolVLA,LIBERO Goal,temporal_fusion_conservative_adaptive,Temporal fusion,100,78,78.00,150.04,150.04,0.00,41.902,279.27,264.80,279.27,-2.00,-16.39,2.38,14,16,0.855536,2.38,-16.39,20.50,-1.76,1,smolvla_libero/temporal_fusion_conservative_adaptive/libero_goal
OpenVLA,LIBERO Object,original,Original,100,87,87.00,165.89,165.89,0.00,28.839,173.84,157.84,160.16,0.00,0.00,0.00,,,,,,,,1,openvla_libero/original/libero_object
OpenVLA,LIBERO Object,fixed_foveation_keep20,Foveation,100,74,74.00,180.12,180.12,0.00,32.409,179.93,158.89,166.72,-13.00,6.09,14.23,8,21,0.024120,14.23,-0.97,28.61,3.57,0,openvla_libero/fixed_foveation_keep20/libero_object
OpenVLA,LIBERO Object,fixed_foveation_keep50,Foveation,100,86,86.00,166.18,166.18,0.00,29.929,180.10,158.71,167.02,-1.00,6.26,0.29,10,11,1.000000,0.29,-13.82,14.59,1.09,1,openvla_libero/fixed_foveation_keep50/libero_object
OpenVLA,LIBERO Object,action_repeat2,Action repeat,100,84,84.00,173.96,87.22,86.74,16.306,93.74,157.01,80.99,-3.00,-80.11,8.07,10,13,0.677639,8.07,-4.25,20.29,-12.53,1,openvla_libero/action_repeat2/libero_object
OpenVLA,LIBERO Object,action_repeat4,Action repeat,100,59,59.00,212.01,53.24,158.77,11.516,54.32,156.68,41.58,-28.00,-119.52,46.12,6,34,0.000008,46.12,30.85,61.61,-17.32,0,openvla_libero/action_repeat4/libero_object
OpenVLA,LIBERO Object,depth_pruning1,Depth pruning,100,85,85.00,170.03,170.03,0.00,28.625,168.35,152.93,155.24,-2.00,-5.49,4.14,10,12,0.831812,4.14,-9.40,18.59,-0.21,1,openvla_libero/depth_pruning1/libero_object
OpenVLA,LIBERO Object,depth_pruning2,Depth pruning,100,79,79.00,180.21,180.21,0.00,29.595,164.22,148.53,150.84,-8.00,-9.62,14.32,8,16,0.151590,14.32,1.74,27.19,0.76,0,openvla_libero/depth_pruning2/libero_object
OpenVLA,LIBERO Object,depth_pruning4,Depth pruning,100,65,65.00,202.99,202.99,0.00,31.690,156.12,140.68,143.00,-22.00,-17.73,37.10,7,29,0.000313,37.10,22.12,51.82,2.85,0,openvla_libero/depth_pruning4/libero_object
OpenVLA,LIBERO Object,guarded_reuse_strict,Guarded reuse,100,85,85.00,165.41,159.32,6.09,28.002,169.29,158.74,156.53,-2.00,-4.55,-0.48,4,6,0.753906,-0.48,-10.11,9.53,-0.84,1,openvla_libero/guarded_reuse_strict/libero_object
OpenVLA,LIBERO Object,guarded_reuse_moderate,Guarded reuse,100,80,80.00,171.23,161.72,9.51,28.089,164.04,156.88,152.12,-7.00,-9.80,5.34,4,11,0.118469,5.34,-5.20,17.04,-0.75,0,openvla_libero/guarded_reuse_moderate/libero_object
OpenVLA,LIBERO Object,guarded_reuse_aggressive,Guarded reuse,100,85,85.00,167.10,151.02,16.08,26.495,158.56,157.93,147.17,-2.00,-15.29,1.21,6,8,0.790527,1.21,-9.58,12.78,-2.34,0,openvla_libero/guarded_reuse_aggressive/libero_object
OpenVLA,LIBERO Object,temporal_fusion_motion_entropy,Temporal fusion,100,83,83.00,167.01,167.01,0.00,28.777,172.31,156.49,159.34,-4.00,-1.53,1.12,7,11,0.480682,1.12,-10.44,12.44,-0.06,0,openvla_libero/temporal_fusion_motion_entropy/libero_object
OpenVLA,LIBERO Object,temporal_fusion_task_aware,Temporal fusion,100,86,86.00,165.91,165.91,0.00,30.797,185.63,170.02,172.90,-1.00,11.78,0.02,9,10,1.000000,0.02,-11.69,11.87,1.96,1,openvla_libero/temporal_fusion_task_aware/libero_object
OpenVLA,LIBERO Object,temporal_fusion_conservative_adaptive,Temporal fusion,100,82,82.00,171.76,171.76,0.00,29.943,174.33,158.60,161.30,-5.00,0.48,5.87,2,7,0.179688,5.87,-0.60,12.96,1.10,0,openvla_libero/temporal_fusion_conservative_adaptive/libero_object
UniVLA,LIBERO Object,original,Original,100,96,96.00,145.82,14.98,0.00,9.101,62.41,482.34,607.51,0.00,0.00,0.00,,,,,,,,1,univla_libero/original/libero_object
UniVLA,LIBERO Object,fixed_foveation_keep20,Foveation,100,100,100.00,136.04,13.98,0.00,8.568,62.98,481.80,612.86,4.00,0.57,-9.78,4,0,0.125000,-9.78,-17.48,-2.34,-0.53,1,univla_libero/fixed_foveation_keep20/libero_object
UniVLA,LIBERO Object,fixed_foveation_keep50,Foveation,100,97,97.00,139.97,14.41,0.00,8.785,62.76,481.27,609.65,1.00,0.35,-5.85,3,2,1.000000,-5.85,-13.64,1.94,-0.32,0,univla_libero/fixed_foveation_keep50/libero_object
UniVLA,LIBERO Object,action_repeat2,Action repeat,100,21,21.00,266.12,13.41,134.10,10.007,37.60,505.86,746.22,-75.00,-24.81,120.30,1,76,0.000000,120.30,111.04,129.53,0.91,1,univla_libero/action_repeat2/libero_object
UniVLA,LIBERO Object,action_repeat4,Action repeat,100,1,1.00,279.90,7.00,210.00,6.958,24.86,511.63,993.95,-95.00,-37.55,134.08,0,95,0.000000,134.08,126.50,141.11,-2.14,0,univla_libero/action_repeat4/libero_object
UniVLA,LIBERO Object,depth_pruning1,Depth pruning,100,99,99.00,143.23,14.78,0.00,8.828,61.63,473.26,597.28,3.00,-0.78,-2.59,4,1,0.375000,-2.59,-10.82,5.78,-0.27,1,univla_libero/depth_pruning1/libero_object
UniVLA,LIBERO Object,depth_pruning2,Depth pruning,100,94,94.00,145.95,15.03,0.00,8.799,60.29,461.60,585.44,-2.00,-2.12,0.13,4,6,0.753906,0.13,-9.88,10.90,-0.30,0,univla_libero/depth_pruning2/libero_object
UniVLA,LIBERO Object,depth_pruning4,Depth pruning,100,92,92.00,153.47,15.73,0.00,8.886,57.90,439.38,564.89,-4.00,-4.51,7.65,4,8,0.387695,7.65,-2.91,18.49,-0.21,0,univla_libero/depth_pruning4/libero_object
UniVLA,LIBERO Object,guarded_reuse_strict,Guarded reuse,100,96,96.00,145.82,14.98,0.00,9.145,62.71,487.51,610.45,0.00,0.30,0.00,0,0,1.000000,0.00,0.00,0.00,0.04,1,univla_libero/guarded_reuse_strict/libero_object
UniVLA,LIBERO Object,guarded_reuse_moderate,Guarded reuse,100,96,96.00,145.82,14.98,0.00,9.159,62.81,487.45,611.42,0.00,0.40,0.00,0,0,1.000000,0.00,0.00,0.00,0.06,0,univla_libero/guarded_reuse_moderate/libero_object
UniVLA,LIBERO Object,guarded_reuse_aggressive,Guarded reuse,100,96,96.00,145.82,14.98,0.00,9.079,62.26,483.55,606.08,0.00,-0.15,0.00,0,0,1.000000,0.00,0.00,0.00,-0.02,0,univla_libero/guarded_reuse_aggressive/libero_object
UniVLA,LIBERO Object,temporal_fusion_motion_entropy,Temporal fusion,100,98,98.00,142.56,14.64,0.00,8.751,61.38,480.69,597.72,2.00,-1.03,-3.26,3,1,0.625000,-3.26,-10.36,3.78,-0.35,1,univla_libero/temporal_fusion_motion_entropy/libero_object
UniVLA,LIBERO Object,temporal_fusion_task_aware,Temporal fusion,100,97,97.00,143.03,14.64,0.00,9.674,67.64,543.06,660.80,1.00,5.23,-2.79,3,2,1.000000,-2.79,-8.81,2.74,0.57,0,univla_libero/temporal_fusion_task_aware/libero_object
UniVLA,LIBERO Object,temporal_fusion_conservative_adaptive,Temporal fusion,100,96,96.00,145.82,14.98,0.00,8.949,61.37,480.51,597.41,0.00,-1.04,0.00,0,0,1.000000,0.00,0.00,0.00,-0.15,0,univla_libero/temporal_fusion_conservative_adaptive/libero_object
SmolVLA,LIBERO Object,original,Original,100,94,94.00,162.25,162.25,0.00,47.187,290.83,276.26,290.83,0.00,0.00,0.00,,,,,,,,1,smolvla_libero/original/libero_object
SmolVLA,LIBERO Object,fixed_foveation_keep20,Foveation,100,74,74.00,189.28,189.28,0.00,58.124,307.08,279.17,307.08,-20.00,16.25,27.03,5,25,0.000325,27.03,14.49,40.71,10.94,0,smolvla_libero/fixed_foveation_keep20/libero_object
SmolVLA,LIBERO Object,fixed_foveation_keep50,Foveation,100,81,81.00,176.39,176.39,0.00,54.521,309.10,280.08,309.09,-13.00,18.27,14.14,2,15,0.002350,14.14,3.05,25.18,7.33,1,smolvla_libero/fixed_foveation_keep50/libero_object
SmolVLA,LIBERO Object,action_repeat2,Action repeat,100,90,90.00,169.02,84.75,84.27,25.379,150.16,272.60,150.16,-4.00,-140.67,6.77,5,9,0.423950,6.77,-3.32,17.07,-21.81,1,smolvla_libero/action_repeat2/libero_object
SmolVLA,LIBERO Object,action_repeat4,Action repeat,100,71,71.00,202.02,50.74,151.28,16.566,82.00,274.77,82.01,-23.00,-208.83,39.77,1,24,0.000002,39.77,27.69,52.53,-30.62,0,smolvla_libero/action_repeat4/libero_object
SmolVLA,LIBERO Object,depth_pruning1,Depth pruning,100,73,73.00,193.35,193.35,0.00,56.995,294.78,280.32,294.78,-21.00,3.95,31.10,4,25,0.000104,31.10,18.60,43.36,9.81,1,smolvla_libero/depth_pruning1/libero_object
SmolVLA,LIBERO Object,depth_pruning2,Depth pruning,100,40,40.00,233.84,233.84,0.00,67.856,290.18,276.12,290.18,-54.00,-0.65,71.59,2,56,0.000000,71.59,58.10,84.69,20.67,0,smolvla_libero/depth_pruning2/libero_object
SmolVLA,LIBERO Object,depth_pruning4,Depth pruning,100,13,13.00,266.05,266.05,0.00,64.452,242.26,229.09,242.26,-81.00,-48.57,103.80,0,81,0.000000,103.80,94.10,113.61,17.27,0,smolvla_libero/depth_pruning4/libero_object
SmolVLA,LIBERO Object,guarded_reuse_strict,Guarded reuse,100,89,89.00,164.46,164.34,0.12,45.285,275.36,262.06,275.36,-5.00,-15.47,2.21,4,9,0.266846,2.21,-8.03,12.90,-1.90,0,smolvla_libero/guarded_reuse_strict/libero_object
SmolVLA,LIBERO Object,guarded_reuse_moderate,Guarded reuse,100,89,89.00,165.23,164.86,0.37,45.401,274.77,261.88,274.78,-5.00,-16.05,2.98,4,9,0.266846,2.98,-7.46,13.83,-1.79,0,smolvla_libero/guarded_reuse_moderate/libero_object
SmolVLA,LIBERO Object,guarded_reuse_aggressive,Guarded reuse,100,90,90.00,163.60,161.27,2.33,44.608,272.67,262.85,272.80,-4.00,-18.16,1.35,5,9,0.423950,1.35,-9.57,12.76,-2.58,1,smolvla_libero/guarded_reuse_aggressive/libero_object
SmolVLA,LIBERO Object,temporal_fusion_motion_entropy,Temporal fusion,100,90,90.00,163.51,163.51,0.00,44.972,275.04,261.63,275.04,-4.00,-15.79,1.26,5,9,0.423950,1.26,-9.69,12.65,-2.21,0,smolvla_libero/temporal_fusion_motion_entropy/libero_object
SmolVLA,LIBERO Object,temporal_fusion_task_aware,Temporal fusion,100,90,90.00,162.20,162.20,0.00,45.252,278.99,265.58,278.99,-4.00,-11.84,-0.05,5,9,0.423950,-0.05,-10.40,10.58,-1.93,1,smolvla_libero/temporal_fusion_task_aware/libero_object
SmolVLA,LIBERO Object,temporal_fusion_conservative_adaptive,Temporal fusion,100,86,86.00,166.55,166.55,0.00,45.993,276.15,262.79,276.15,-8.00,-14.68,4.30,5,13,0.096252,4.30,-7.14,16.03,-1.19,0,smolvla_libero/temporal_fusion_conservative_adaptive/libero_object
OpenVLA,LIBERO Spatial,original,Original,100,78,78.00,133.91,133.91,0.00,24.235,180.98,159.93,162.23,0.00,0.00,0.00,,,,,,,,1,openvla_libero/original/libero_spatial
OpenVLA,LIBERO Spatial,fixed_foveation_keep20,Foveation,100,55,55.00,160.66,160.66,0.00,29.979,186.60,159.86,167.71,-23.00,5.62,26.75,9,32,0.000431,26.75,13.43,39.92,5.74,0,openvla_libero/fixed_foveation_keep20/libero_spatial
OpenVLA,LIBERO Spatial,fixed_foveation_keep50,Foveation,100,83,83.00,129.40,129.40,0.00,24.206,187.07,160.02,168.15,5.00,6.08,-4.51,14,9,0.404873,-4.51,-14.28,5.72,-0.03,1,openvla_libero/fixed_foveation_keep50/libero_spatial
OpenVLA,LIBERO Spatial,action_repeat2,Action repeat,100,72,72.00,142.05,71.19,70.86,14.369,101.15,160.05,82.48,-6.00,-79.83,8.14,8,14,0.286279,8.14,-1.21,17.73,-9.87,1,openvla_libero/action_repeat2/libero_spatial
OpenVLA,LIBERO Spatial,action_repeat4,Action repeat,100,47,47.00,176.24,44.22,132.02,10.805,61.31,160.80,42.60,-31.00,-119.67,42.33,7,38,0.000003,42.33,30.87,54.54,-13.43,0,openvla_libero/action_repeat4/libero_spatial
OpenVLA,LIBERO Spatial,depth_pruning1,Depth pruning,100,62,62.00,149.98,149.98,0.00,26.254,175.05,153.56,155.88,-16.00,-5.93,16.07,10,26,0.011331,16.07,3.25,27.75,2.02,1,openvla_libero/depth_pruning1/libero_spatial
OpenVLA,LIBERO Spatial,depth_pruning2,Depth pruning,100,56,56.00,158.40,158.40,0.00,27.248,172.02,150.88,153.18,-22.00,-8.96,24.49,9,31,0.000680,24.49,11.58,36.84,3.01,0,openvla_libero/depth_pruning2/libero_spatial
OpenVLA,LIBERO Spatial,depth_pruning4,Depth pruning,100,48,48.00,172.03,172.03,0.00,27.655,160.76,140.13,142.44,-30.00,-20.22,38.12,7,37,0.000005,38.12,25.56,50.32,3.42,0,openvla_libero/depth_pruning4/libero_spatial
OpenVLA,LIBERO Spatial,guarded_reuse_strict,Guarded reuse,100,82,82.00,129.59,126.97,2.62,23.000,177.48,159.14,158.84,4.00,-3.50,-4.32,5,1,0.218750,-4.32,-9.66,0.35,-1.24,1,openvla_libero/guarded_reuse_strict/libero_spatial
OpenVLA,LIBERO Spatial,guarded_reuse_moderate,Guarded reuse,100,76,76.00,135.84,131.05,4.79,23.773,175.01,158.82,156.35,-2.00,-5.98,1.93,6,8,0.790527,1.93,-5.44,9.26,-0.46,0,openvla_libero/guarded_reuse_moderate/libero_spatial
OpenVLA,LIBERO Spatial,guarded_reuse_aggressive,Guarded reuse,100,77,77.00,137.62,125.22,12.40,22.975,166.95,159.46,149.08,-1.00,-14.04,3.71,10,11,1.000000,3.71,-5.86,12.94,-1.26,0,openvla_libero/guarded_reuse_aggressive/libero_spatial
OpenVLA,LIBERO Spatial,temporal_fusion_motion_entropy,Temporal fusion,100,85,85.00,125.72,125.72,0.00,22.732,180.81,159.01,161.86,7.00,-0.17,-8.19,12,5,0.143463,-8.19,-16.86,0.59,-1.50,1,openvla_libero/temporal_fusion_motion_entropy/libero_spatial
OpenVLA,LIBERO Spatial,temporal_fusion_task_aware,Temporal fusion,100,77,77.00,137.66,137.66,0.00,26.608,193.29,171.35,174.22,-1.00,12.31,3.75,12,13,1.000000,3.75,-7.06,14.25,2.37,0,openvla_libero/temporal_fusion_task_aware/libero_spatial
OpenVLA,LIBERO Spatial,temporal_fusion_conservative_adaptive,Temporal fusion,100,79,79.00,133.39,133.39,0.00,24.163,181.15,159.69,162.39,1.00,0.16,-0.52,5,4,1.000000,-0.52,-7.02,5.42,-0.07,0,openvla_libero/temporal_fusion_conservative_adaptive/libero_spatial
UniVLA,LIBERO Spatial,original,Original,100,95,95.00,108.31,11.27,0.00,7.825,72.25,514.17,694.35,0.00,0.00,0.00,,,,,,,,1,univla_libero/original/libero_spatial
UniVLA,LIBERO Spatial,fixed_foveation_keep20,Foveation,100,91,91.00,114.42,11.81,0.00,8.530,74.55,533.07,722.27,-4.00,2.30,6.11,1,5,0.218750,6.11,-0.25,12.84,0.70,0,univla_libero/fixed_foveation_keep20/libero_spatial
UniVLA,LIBERO Spatial,fixed_foveation_keep50,Foveation,100,96,96.00,108.93,11.29,0.00,8.047,73.88,523.64,712.79,1.00,1.63,0.62,5,4,1.000000,0.62,-6.64,8.29,0.22,1,univla_libero/fixed_foveation_keep50/libero_spatial
UniVLA,LIBERO Spatial,action_repeat2,Action repeat,100,27,27.00,208.63,10.55,105.50,9.683,46.41,539.39,917.78,-68.00,-25.84,100.32,0,68,0.000000,100.32,92.76,107.53,1.86,1,univla_libero/action_repeat2/libero_spatial
UniVLA,LIBERO Spatial,action_repeat4,Action repeat,100,0,0.00,220.00,6.00,180.00,7.281,33.10,537.21,1213.56,-95.00,-39.15,111.69,0,95,0.000000,111.69,105.33,117.38,-0.54,0,univla_libero/action_repeat4/libero_spatial
UniVLA,LIBERO Spatial,depth_pruning1,Depth pruning,100,96,96.00,107.83,11.18,0.00,7.720,71.59,510.92,690.48,1.00,-0.66,-0.48,5,4,1.000000,-0.48,-8.44,7.13,-0.11,1,univla_libero/depth_pruning1/libero_spatial
UniVLA,LIBERO Spatial,depth_pruning2,Depth pruning,100,94,94.00,111.46,11.57,0.00,7.818,70.15,496.79,675.75,-1.00,-2.10,3.15,5,6,1.000000,3.15,-5.65,11.69,-0.01,0,univla_libero/depth_pruning2/libero_spatial
UniVLA,LIBERO Spatial,depth_pruning4,Depth pruning,100,94,94.00,109.17,11.34,0.00,7.346,67.29,467.27,647.80,-1.00,-4.96,0.86,4,5,1.000000,0.86,-6.96,8.39,-0.48,0,univla_libero/depth_pruning4/libero_spatial
UniVLA,LIBERO Spatial,guarded_reuse_strict,Guarded reuse,100,95,95.00,108.31,11.27,0.00,7.936,73.27,525.30,704.14,0.00,1.02,0.00,0,0,1.000000,0.00,0.00,0.00,0.11,1,univla_libero/guarded_reuse_strict/libero_spatial
UniVLA,LIBERO Spatial,guarded_reuse_moderate,Guarded reuse,100,95,95.00,108.31,11.27,0.00,7.907,73.00,520.33,701.60,0.00,0.75,0.00,0,0,1.000000,0.00,0.00,0.00,0.08,0,univla_libero/guarded_reuse_moderate/libero_spatial
UniVLA,LIBERO Spatial,guarded_reuse_aggressive,Guarded reuse,100,95,95.00,108.31,11.27,0.00,7.860,72.57,518.24,697.41,0.00,0.32,0.00,0,0,1.000000,0.00,0.00,0.00,0.03,0,univla_libero/guarded_reuse_aggressive/libero_spatial
UniVLA,LIBERO Spatial,temporal_fusion_motion_entropy,Temporal fusion,100,91,91.00,113.66,11.72,0.00,8.308,73.09,526.90,708.85,-4.00,0.84,5.35,1,5,0.218750,5.35,0.69,11.03,0.48,0,univla_libero/temporal_fusion_motion_entropy/libero_spatial
UniVLA,LIBERO Spatial,temporal_fusion_task_aware,Temporal fusion,100,92,92.00,112.80,11.70,0.00,9.126,80.90,599.39,779.97,-3.00,8.65,4.49,1,4,0.375000,4.49,-0.31,10.23,1.30,0,univla_libero/temporal_fusion_task_aware/libero_spatial
UniVLA,LIBERO Spatial,temporal_fusion_conservative_adaptive,Temporal fusion,100,95,95.00,108.31,11.27,0.00,7.816,72.17,513.44,693.56,0.00,-0.08,0.00,0,0,1.000000,0.00,0.00,0.00,-0.01,1,univla_libero/temporal_fusion_conservative_adaptive/libero_spatial
SmolVLA,LIBERO Spatial,original,Original,100,76,76.00,132.92,132.92,0.00,38.851,292.29,271.85,292.29,0.00,0.00,0.00,,,,,,,,1,smolvla_libero/original/libero_spatial
SmolVLA,LIBERO Spatial,fixed_foveation_keep20,Foveation,100,63,63.00,149.31,149.31,0.00,45.968,307.87,273.75,307.87,-13.00,15.58,16.39,13,26,0.053252,16.39,2.87,29.46,7.12,0,smolvla_libero/fixed_foveation_keep20/libero_spatial
SmolVLA,LIBERO Spatial,fixed_foveation_keep50,Foveation,100,76,76.00,135.92,135.92,0.00,42.656,313.83,278.98,313.83,0.00,21.54,3.00,12,12,1.000000,3.00,-8.22,14.08,3.80,1,smolvla_libero/fixed_foveation_keep50/libero_spatial
SmolVLA,LIBERO Spatial,action_repeat2,Action repeat,100,64,64.00,148.18,74.23,73.95,23.371,157.72,275.74,157.72,-12.00,-134.57,15.26,13,25,0.072951,15.26,1.19,28.41,-15.48,1,smolvla_libero/action_repeat2/libero_spatial
SmolVLA,LIBERO Spatial,action_repeat4,Action repeat,100,35,35.00,189.73,47.59,142.14,16.575,87.36,272.62,87.36,-41.00,-204.93,56.81,7,48,0.000000,56.81,43.47,70.25,-22.28,0,smolvla_libero/action_repeat4/libero_spatial
SmolVLA,LIBERO Spatial,depth_pruning1,Depth pruning,100,62,62.00,151.44,151.44,0.00,44.841,296.10,275.73,296.09,-14.00,3.80,18.52,12,26,0.033552,18.52,5.10,31.68,5.99,1,smolvla_libero/depth_pruning1/libero_spatial
SmolVLA,LIBERO Spatial,depth_pruning2,Depth pruning,100,38,38.00,177.76,177.76,0.00,53.106,298.75,278.24,298.75,-38.00,6.46,44.84,10,48,0.000000,44.84,29.87,58.80,14.25,0,smolvla_libero/depth_pruning2/libero_spatial
SmolVLA,LIBERO Spatial,depth_pruning4,Depth pruning,100,29,29.00,188.55,188.55,0.00,55.605,294.91,274.34,294.91,-47.00,2.62,55.63,6,53,0.000000,55.63,41.86,68.65,16.75,0,smolvla_libero/depth_pruning4/libero_spatial
SmolVLA,LIBERO Spatial,guarded_reuse_strict,Guarded reuse,100,78,78.00,130.84,130.81,0.03,36.916,282.15,262.89,282.15,2.00,-10.14,-2.08,12,10,0.831812,-2.08,-12.64,8.57,-1.94,1,smolvla_libero/guarded_reuse_strict/libero_spatial
SmolVLA,LIBERO Spatial,guarded_reuse_moderate,Guarded reuse,100,78,78.00,130.85,130.52,0.33,36.581,279.56,260.94,279.57,2.00,-12.73,-2.07,13,11,0.838820,-2.07,-13.16,9.10,-2.27,0,smolvla_libero/guarded_reuse_moderate/libero_spatial
